"","HHID","hhsize","hhsize_ae","dep_ratio","hh_head_age","hh_head_sex","hh_head_sch","hh_head_read","comm","stratum","urban","int_month","int_year","sh_tof_w_b","sh_tof_wo_b","sh_fruit_w_b","sh_fruit_wo_b","sh_cash","land_size","exp_food","exp_food_pur","exp_food_away","exp_food_own","exp_food_free","exp_nodurable","exp_durable","tot_exp","self_con_fruit","self_con_cash","self_con_other","harv_q_fruit","harv_q_cash","harv_q_other","inc_fruit","inc_cash","inc_other","inc_ag_total","share_fruit","share_treesonfarm","lvst_large","lvst_small","lvst_poul","wave"
"1","1013000201",1,1,0,38,1,NA,1,"10130002","Central rural",0,10,2005,0,0,0,0,0,0,48991.95552705,47167.58480145,0,1824.3707256,0,1132022.0352348,183653.3197104,3863257.0423518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"06"
"2","1013000202",2,1.45,1,43,1,NA,0,"10130002","Central rural",0,10,2006,0,0,0,0,0,0,15963.243849,15963.243849,0,0,0,401361.559632,5777.1739644,1237227.4137444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"3","1013000204",1,1,0,31,0,"completed s.6",NA,"10130002","Central rural",0,10,2005,0,0,0,0,0,0,7023.82729356,7023.82729356,0,0,0,597481.412634,60812.35752,1023532.78941912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"4","1013000206",1,1,0,26,0,"completed p.4",1,"10130002","Central rural",0,10,2005,0,0,0,0,0,0,21284.325132,0,21284.325132,0,0,379469.1109248,45609.26814,1531863.2859288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"5","1013000209",1,1,0,46,0,"completed p.5",1,"10130002","Central rural",0,10,2005,0,0,0,0,0,0,71834.5973205,71834.5973205,0,0,0,1017086.679522,55643.3071308,4808129.0473188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"6","1013000210",4,3.14,1,34,0,"completed p.6",1,"10130002","Central rural",0,10,2005,0.3,0,0.3,0,0,0.129999995231628,48497.8551222,31318.3641228,0,3040.617876,14138.8731234,1582641.604458,159632.43849,4264162.5093024,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,"06"
"7","1013000211",2,1.37,1,24,1,"completed p.4",1,"10130002","Central rural",0,10,2006,0,0,0,0,0,0,33446.796636,30406.17876,0,0,3040.617876,1773288.3452832,165713.674242,3678235.4445972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"8","1013000212",3,2.37,0.5,45,0,"completed p.4",1,"10130002","Central rural",0,10,2006,0,0,0,0,0,0,22462.56455895,10300.09305495,0,12162.471504,0,1444901.6146752,82096.682652,2695051.6543926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"9","1013000213",3,2.37,0.5,27,0,"completed p.5",1,"10130002","Central rural",0,10,2006,0,0,0,0,0,0,0,0,0,0,0,1020735.4209732,371259.4426596,2775475.9972128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"10","1021000102",4,3.7,0.333333333333333,36,0,"completed s.6",NA,"10210001","Kampala",1,9,2006,0,0,0,0,0,0,55301.23761975,55301.23761975,0,0,0,5797850.1659568,1421488.85703,10095003.3792138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"11","1021000103",3,3,0,25,0,NA,NA,"10210001","Kampala",1,9,2005,0,0,0,0,0,0,107333.8110228,96691.6484568,10642.162566,0,0,9249559.578792,9143137.953132,23974055.7051096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"12","1021000104",1,1,0,24,1,NA,NA,"10210001","Kampala",1,9,2005,0,0,0,0,0,0,27365.560884,0,15203.08938,0,12162.471504,1222328.386152,2348877.30921,4994214.86133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"13","1021000106",1,1,0,46,1,"completed p.7",1,"10210001","Kampala",1,9,2005,0,0,0,0,0,0,16571.3674242,16571.3674242,0,0,0,903975.6945348,36487.414512,1802174.2151052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"14","1021000108",6,5.83,0.5,67,0,"completed j.3",NA,"10210001","Kampala",1,9,2005,0,0,0,0,0,0,97755.8647134,97755.8647134,0,0,0,3896855.8698816,3033776.485779,12013937.3207574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"15","1021000109",4,3.5,1,36,1,NA,0,"10210001","Kampala",1,9,2005,0,0,0,0,0,0,57011.585175,57011.585175,0,0,0,1747747.1551248,556433.071308,5268782.6555328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"16","1021000110",8,7.95,0,49,0,"completed degree and above",NA,"10210001","Kampala",1,9,2006,0,0,0,0,0,0,33503.808221175,33503.808221175,0,0,0,2103043.3539354,687179.639976,11178071.466645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"17","1021000111",14,12.31,0.4,42,0,"completed degree and above",NA,"10210001","Kampala",1,9,2006,0,0,0,0,0,0,76395.5241345,76395.5241345,0,0,0,5042560.6855584,9923816.592795,18938944.5333474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"18","1021000113",11,9.08,1.2,46,0,"completed post secondary specialized training or diploma",NA,"10210001","Kampala",1,9,2006,0,0,0,0,0,0,44145.970787175,33503.808221175,10642.162566,0,0,8585671.07174616,5020820.267745,22057584.6640456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"19","1021000114",4,3.52,0.333333333333333,49,0,"completed post primary specialized training or certificate",NA,"10210001","Kampala",1,9,2006,0,0,0,0,0,0,33503.808221175,33503.808221175,0,0,0,8362915.4061504,784479.412008,16617244.2667131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"20","1021000201",6,5.31,0.5,38,0,"completed p.4",1,"10210002","Kampala",1,9,2005,0,0,0,0,0,0,35005.11329745,19802.02391745,15203.08938,0,0,1587202.531272,701926.6366746,4109395.059414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"21","1021000202",4,3.53,1,39,0,"completed p.6",1,"10210002","Kampala",1,9,2005,0,0,0,0,0,0,33066.7194015,33066.7194015,0,0,0,2510334.1184256,640810.217367,4870613.7446706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"22","1021000203",8,6.9,1,69,0,"completed j.3",NA,"10210002","Kampala",1,9,2005,0,0,0,0,0,0,33218.7502953,28049.6999061,3648.7414512,0,1520.308938,1148441.3717652,843619.4296962,3719435.816817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"23","1021000204",1,1,0,33,0,"completed p.7",NA,"10210002","Kampala",1,9,2005,0,0,0,0,0,0,33066.7194015,33066.7194015,0,0,0,592920.48582,7601.54469,2319991.439388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"24","1021000207",3,2.7,0.5,33,0,"completed p.6",1,"10210002","Kampala",1,9,2005,0,0,0,0,0,0,21360.3405789,21360.3405789,0,0,0,755289.4803984,199160.470878,2065187.6613792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"25","1021000209",9,8.1,0.5,47,0,"completed p.1",0,"10210002","Kampala",1,9,2006,0,0,0,0,0,0,73810.9989399,55567.2916839,15203.08938,3040.617876,0,3884997.4601652,1975489.4340372,9698658.8390772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"26","1021000210",2,2,0,34,0,"completed p.4",1,"10210002","Kampala",1,9,2006,0,0,0,0,0,0,35271.1673616,0,35271.1673616,0,0,855629.8703064,235647.88539,2925378.4584996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"27","1021000211",1,1,1,70,1,NA,0,"10210002","Kampala",1,9,2006,0,0,0,0,0,0,7373.4983493,7373.4983493,0,0,0,613900.7491644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"28","1021000212",6,5,0.5,40,1,"completed p.7",1,"10210002","Kampala",1,9,2006,0,0,0,0,0,0,28125.715353,28125.715353,0,0,0,1817073.2426976,1035330.386778,4314940.8278316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"29","1021000213",6,5.88,0,47,0,"completed s.6",NA,"10210002","Kampala",1,9,2006,0,0,0,0,0,0,35879.2909368,35879.2909368,0,0,0,6031369.6188336,11067849.06864,18964941.8161872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"30","1021000301",1,1,0,27,0,"completed p.3",0,"10210003","Kampala",1,9,2005,0,0,0,0,0,0,4104.8341326,304.0617876,3800.772345,0,0,743431.070682,134547.341013,3304999.6003182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"31","1021000302",1,1,0,46,1,"completed s.1",NA,"10210003","Kampala",1,9,2005,0,0,0,0,0,0,21945.65952003,11303.49695403,0,0,10642.162566,1997685.944532,221965.104948,3360825.34452156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"32","1021000303",1,1,0,23,0,NA,NA,"10210003","Kampala",1,9,2006,0,0,0,0,0,0,56403.4615998,6841.390221,49562.0713788,0,0,2647161.9228456,245529.893487,5825671.8195222,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,"06"
"33","1021000304",1,1,0,25,1,"completed s.5",NA,"10210003","Kampala",1,9,2005,0,0,0,0,0,0,33218.7502953,1292.2625973,7601.54469,0,24324.943008,899414.7677208,6081.235752,2632871.0188284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"34","1021000306",3,2.42,2,39,1,"completed post primary specialized training or certificate",NA,"10210003","Kampala",1,9,2005,0,0,0,0,0,0,24933.0665832,22500.5722824,0,0,2432.4943008,3936079.840482,1549194.807822,6781794.1106304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"35","1021000309",1,1,0,27,1,NA,NA,"10210003","Kampala",1,9,2005,0,0,0,0,0,0,34206.951105,34206.951105,0,0,0,4973234.5979856,4311596.148168,14225834.7946536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"36","1021000310",2,2,0,35,1,"completed s.6",NA,"10210003","Kampala",1,9,2006,0,0,0,0,0,0,38045.73117345,6119.24347545,31926.487698,0,0,1878189.6620052,94259.154156,5531948.1327006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"37","1021000312",3,2.37,0.5,34,0,"completed s.4",NA,"10210003","Kampala",1,9,2006,0,0,0,0,0,0,30824.26371795,29303.95477995,0,0,1520.308938,3254677.3744704,76015.4469,4933554.5347038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"38","1021000313",3,2.37,0.5,33,0,"completed post primary specialized training or certificate",NA,"10210003","Kampala",1,9,2006,0,0,0,0,0,0,52070.5811265,52070.5811265,0,0,0,7084943.7128676,624846.973518,14955279.023106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"39","1021000401",1,1,0,28,0,"completed p.4",1,"10210004","Kampala",1,9,2005,0,0,0,0,0,0,9425.9154156,9425.9154156,0,0,0,424166.193702,7601.54469,921915.3400032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"40","1021000402",3,2.8,0.5,40,0,"completed p.7",1,"10210004","Kampala",1,9,2006,0,0,0,0,0,0,33503.808221175,33503.808221175,0,0,0,11286469.4939244,4259145.489807,17743373.5845042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"41","1021000405",4,3.4,1,27,0,"completed s.4",NA,"10210004","Kampala",1,9,2005,0,0,0,0,0,0,37703.6616624,26149.3137336,10642.162566,912.1853628,0,1862682.5108376,888620.574261,4711893.4915434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"42","1021000406",6,4.57,2,45,0,"completed p.5",1,"10210004","Kampala",1,9,2006,0,0,0,0,0,0,49105.9786974,18699.7999374,30406.17876,0,0,992457.6747264,118432.0662702,3664400.6332614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"43","1021000408",6,5.25,0.5,51,1,"completed p.5",1,"10210004","Kampala",1,9,2005,0,0,0,0,0,0,29113.9161627,29113.9161627,0,0,0,910360.9920744,30406.17876,2454690.8112948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"44","1021000409",12,9.47,1,56,0,"completed s.2",NA,"10210004","Kampala",1,9,2005,0,0,0,0,0,0,50778.3185292,50778.3185292,0,0,0,2220259.1730552,963875.866692,5824607.6032656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"45","1021000410",6,5.13,1,37,0,"completed p.6",1,"10210004","Kampala",1,9,2005,0.10625,0.0625,0.04375,0,0.0625,8,76319.5086876,76319.5086876,0,0,0,8780696.3023128,720930.4983996,13470241.2524676,1,0,0.0339129469242727,30,10,2671,0,375516.307686,1144032.475845,1519548.783531,0,0.24712356178089,12,6,12,"06"
"46","1021000411",1,1,0,38,0,"completed p.6",1,"10210004","Kampala",1,9,2006,0,0,0,0,0,0,22804.63407,22804.63407,0,0,0,1821634.1695116,121624.71504,3129099.8561916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"47","1021000412",2,1.52,1,27,1,"completed post secondary specialized training or diploma",NA,"10210004","Kampala",1,9,2006,0,0,0,0,0,0,39604.0478349,39604.0478349,0,0,0,1269762.0250176,916746.289614,4245918.8020464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"48","1021000413",3,2.88,0,27,0,"completed s.4",NA,"10210004","Kampala",1,9,2006,0,0,0,0,0,0,38577.83930175,30216.14014275,8361.699159,0,0,1747747.1551248,150510.584862,3904305.3836778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"49","1021000501",1,1,0,35,0,"completed s.6",NA,"10210005","Kampala",1,9,2005,0,0,0,0,0,0,63092.820927,63092.820927,0,0,0,1117427.06943,76775.601369,4475029.359003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"50","1021000503",1,1,1,71,1,"completed p.5",1,"10210005","Kampala",1,9,2006,0,0,0,0,0,0,6917.4056679,6917.4056679,0,0,0,3969830.6989056,108702.089067,4438237.8827034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"51","1021000504",7,6.1,0.75,34,1,NA,0,"10210005","Kampala",1,9,2005,0,0,0,0,0,0,42112.5575826,32990.7039546,0,9121.853628,0,2929027.1999508,537429.209583,5656309.403829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"52","1021000505",2,1.52,1,23,0,"completed p.6",1,"10210005","Kampala",1,9,2006,0,0,0,0,0,0,32002.5031449,16039.2592959,10642.162566,0,5321.081283,1047188.7964944,269550.7747074,2980869.7347366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"53","1021000506",5,3.88,1.5,40,0,"completed s.4",NA,"10210005","Kampala",1,9,2005,0,0,0,0,0,0,94183.1387091,94183.1387091,0,0,0,3843949.1188392,1759453.5339474,7801161.2535594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"54","1021000507",17,13.11,0.888888888888889,60,1,"completed p.5",1,"10210005","Kampala",1,9,2006,0,0,0,0,0,0,52906.7510424,34663.0437864,6081.235752,10642.162566,1520.308938,2866086.4099176,459893.453745,6077130.9178674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"55","1021000509",1,1,0,24,0,"completed p.5",0,"10210005","Kampala",1,9,2005,0,0,0,0,0,0,18395.7381498,760.154469,17635.5836808,0,0,1156651.0400304,19764.016194,2132993.440014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"56","1021000510",4,3.32,0.333333333333333,24,0,"completed s.2",NA,"10210005","Kampala",1,9,2005,0,0,0,0,0,0,16191.2901897,15279.1048269,0,0,912.1853628,1589026.9019976,554912.76237,2985886.754232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"57","1021000515",1,1,0,36,1,"completed p.5",1,"10210005","Kampala",1,9,2006,0,0,0,0,0,0,9273.8845218,760.154469,8513.7300528,0,0,625759.1588808,9121.853628,1117123.0076424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"58","1021000601",6,4.96,2,38,0,"completed p.7",1,"10210006","Kampala",1,9,2006,0,0,0,0,0,0,27745.6381185,27745.6381185,0,0,0,2475671.0746392,1343344.9776168,5261789.234418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"06"
"59","1021000603",4,2.82,1,30,0,"completed s.3",NA,"10210006","Kampala",1,9,2006,0,0,0,0,0,0,23488.7730921,18927.8462781,4560.926814,0,0,2946358.721844,140020.4531898,4307795.375823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"60","1021000604",7,5.53,1.33333333333333,39,0,"completed s.4",NA,"10210006","Kampala",1,9,2005,0,0,0,0,0,0,17483.552787,17483.552787,0,0,0,487106.9837352,612836.5329078,2009088.261567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"06"
"61","1021000606",1,1,0,50,0,"completed p.7",1,"10210006","Kampala",1,9,2005,0,0,0,0,0,0,25009.0820301,7981.6219245,16267.3056366,0,760.154469,1375575.5271024,170274.601056,2846322.3937236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"62","1021000607",12,11.83,0,43,1,"completed p.7",1,"10210006","Kampala",1,9,2006,0,0,0,0,0,0,115087.3866066,76319.5086876,38767.877919,0,0,2103043.3539354,11471491.091679,15772293.0463872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"63","1021000608",1,1,0,21,0,"completed j.2",NA,"10210006","Kampala",1,9,2005,0,0,0,0,0,0,24324.943008,0,24324.943008,0,0,563730.5542104,183957.381498,2012584.9721244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"64","1021000609",4,3.05,1,24,1,"completed s.6",NA,"10210006","Kampala",1,9,2005,0,0,0,0,0,0,23868.8503266,17787.6145746,0,0,6081.235752,1507842.4047084,674865.1375782,3423887.7592698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"65","1021000610",8,6.71,1,51,0,"completed j.3",NA,"10210006","Kampala",1,9,2006,0,0,0,0,0,0,53590.8900645,53590.8900645,0,0,0,3136093.2773064,962203.5268602,6885023.0875206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"66","1021000611",2,2,0,21,0,"completed p.2",1,"10210006","Kampala",1,9,2005,0,0,0,0,0,0,37247.568981,37247.568981,0,0,0,849244.5727668,220444.79601,3006562.9557888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"67","1021000612",9,8.66,0.285714285714286,43,0,"completed p.7",1,"10210006","Kampala",1,9,2006,0,0,0,0,0,0,113225.00815755,97261.76430855,15963.243849,0,0,7401015.9410778,11371910.85624,24660627.2215104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"68","1021000701",1,1,0,27,0,"completed degree and above",NA,"10210007","Kampala",1,9,2006,0,0,0,0,0,0,6499.32070995,6499.32070995,0,0,0,4757958.8523648,1251214.255974,12023363.236173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"69","1021000702",3,2.52,0.5,39,0,"completed p.7",1,"10210007","Kampala",1,9,2006,0,0,0,0,0,0,19193.90034225,19193.90034225,0,0,0,1280708.2493712,14442.934911,2293234.0020792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"70","1021000703",4,3.95,0,39,1,"completed s.4",NA,"10210007","Kampala",1,9,2005,0,0,0,0,0,0,32382.5803794,29037.9007158,3344.6796636,0,0,1802478.2768928,3323547.3693618,6809919.8259834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"71","1021000705",4,3.52,1,66,1,NA,0,"10210007","Kampala",1,9,2006,0,0,0,0,0,0,22576.5877293,14975.0430393,7601.54469,0,0,1308985.995618,3040.617876,2486009.1754176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"72","1021000706",6,4.93,2,43,0,"completed p.7",1,"10210007","Kampala",1,9,2005,0,0,0,0,0,0,107276.799437625,107276.799437625,0,0,0,8552649.9616128,2060474.7036714,16191518.2360407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"73","1021000707",1,1,0,26,1,"completed s.5",NA,"10210007","Kampala",1,9,2005,0,0,0,0,0,0,15203.08938,15203.08938,0,0,0,1532471.409504,631323.48959388,2954355.54685788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"74","1021000709",9,6.95,2,37,0,"completed p.7",1,"10210007","Kampala",1,9,2005,0,0,0,0,0,0,99808.2817797,95247.3549657,0,0,4560.926814,3943377.3233844,2294906.341911,11428314.3178398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"75","1021000710",15,14.18,0.25,51,1,"completed post secondary specialized training or diploma",NA,"10210007","Kampala",1,9,2006,1,0.905555555555556,0.0944444444444444,0,0.905555555555556,22.5,83084.8834617,73963.0298337,9121.853628,0,0,13253141.1361212,9131735.636097,29867533.3032666,1,0,0,220,58,0,0,291899.316096,0,291899.316096,0,1,0,5,0,"06"
"76","1021000711",5,3.8,1.5,32,0,"completed post secondary specialized training or diploma",NA,"10210007","Kampala",1,9,2006,0,0,0,0,0,0,35385.19053195,30064.10924895,5321.081283,0,0,4403118.7462356,841034.9045016,7084183.5583986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"77","1021000802",1,1,0,24,0,NA,NA,"10210008","Kampala",1,9,2005,0,0,0,0,0,0,28885.869822,0,10642.162566,0,18243.707256,1017086.679522,454572.372462,2973724.282728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"78","1021000803",1,1,0,27,0,"completed s.1",NA,"10210008","Kampala",1,9,2006,0,0,0,0,0,0,33978.9047643,2052.4170663,31926.487698,0,0,2030524.6175928,319264.87698,4116692.5423164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"79","1021000804",4,3.37,0.333333333333333,24,1,"completed s.1",NA,"10210008","Kampala",1,9,2006,0,0,0,0,0,0,43176.7738392,0,42568.650264,0,608.1235752,779918.485194,113263.015881,3138373.7407134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"80","1021000805",4,4,0.333333333333333,76,1,"completed j.1",NA,"10210008","Kampala",1,9,2005,0.222222222222222,0.111111111111111,0.111111111111111,0,0.111111111111111,2.25,36791.4762996,35575.2291492,0,1216.2471504,0,3074064.672636,342677.6346252,5329899.0748404,0.5,0,0.8,60,5,13.5,26605.406415,95019.308625,0,121624.71504,0.21875,1,0,0,5,"06"
"81","1021000807",3,2.7,0.5,34,0,"completed post secondary specialized training or diploma",NA,"10210008","Kampala",1,9,2005,0.154166666666667,0.0375,0.116666666666667,0,0.0375,6,55415.2607901,39452.0169411,15963.243849,0,0,3334949.6863968,597785.4744216,6814328.7219036,0.615384615384615,0,0.568579931972789,195,593,489.5,330667.194015,1003403.89908,304061.7876,1638132.880695,0.201856148491879,0.814385150812065,7,15,0,"06"
"82","1021000808",4,3.63,0.333333333333333,33,0,"completed degree and above",NA,"10210008","Kampala",1,9,2006,0,0,0,0,0,0,35157.14419125,16001.25157245,19155.8926188,0,0,1649231.1359424,1006444.516956,4483847.1508434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"83","1021000809",4,3.37,0.333333333333333,25,0,NA,NA,"10210008","Kampala",1,9,2005,0,0,0,0,0,0,42264.5884764,34663.0437864,7601.54469,0,0,3030279.7752216,2368641.325404,7596679.7013984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"84","1021000810",3,3,0,51,1,NA,0,"10210008","Kampala",1,9,2005,0,0,0,0,0,0,23640.8039859,20600.1861099,0,3040.617876,0,3491845.5687984,160392.592959,4881559.9690242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"85","1021000811",4,3.32,1,29,0,"completed p.4",0,"10210008","Kampala",1,9,2006,0,0,0,0,0,0,24324.943008,24020.8812204,304.0617876,0,0,1219591.8300636,409495.2124503,2893984.0789299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"86","1021000812",4,3.68,1,34,1,"completed p.7",0,"10210008","Kampala",1,9,2006,0,0,0,0,0,0,55491.276237,54275.0290866,0,0,1216.2471504,1908291.7789776,658293.770154,5452131.9134556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"87","1021000901",1,1,0,28,1,"completed post secondary specialized training or diploma",NA,"10210009","Kampala",1,9,2005,0,0,0,0,0,0,72974.829024,30406.17876,42568.650264,0,0,1708523.1845244,313183.641228,5816397.9350004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"88","1021000902",4,3.42,1,33,0,"completed post secondary specialized training or diploma",NA,"10210009","Kampala",1,9,2006,0,0,0,0,0,0,65981.4079092,65981.4079092,0,0,0,2955480.575472,1065280.4728566,7451794.259607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"89","1021000903",4,2.98,3,29,1,"completed p.7",1,"10210009","Kampala",1,9,2005,0,0,0,0,0,0,25465.1747115,20296.1243223,4560.926814,0,608.1235752,1099183.362174,247810.356894,2671182.804066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"90","1021000904",6,5.35,0.5,51,0,"completed p.6",1,"10210009","Kampala",1,9,2005,0,0,0,0,0,0,69706.1648073,69706.1648073,0,0,0,2054241.4370256,1600885.311714,7279847.3187192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"91","1021000906",4,3.95,0,46,0,"completed s.3",NA,"10210009","Kampala",1,9,2006,0,0,0,0,0,0,53742.9209583,25465.1747115,9273.8845218,0,19003.861725,2891627.600076,1461016.889418,7147276.3793256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"92","1021000907",3,2.45,0.5,39,1,"completed p.6",1,"10210009","Kampala",1,9,2006,0,0,0,0,0,0,28885.869822,20372.1397692,0,8513.7300528,0,1510578.9607968,75711.3851124,3088355.5766532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"93","1021000908",1,1,0,22,1,"completed p.6",1,"10210009","Kampala",1,9,2006,0,0,0,0,0,0,47129.577078,25845.251946,0,0,21284.325132,1602709.6824396,250850.97477,4304298.6652656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"94","1021000909",1,1,0,26,1,"completed degree and above",NA,"10210009","Kampala",1,9,2005,0,0,0,0,0,0,49562.0713788,49181.9941443,0,0,380.0772345,2232117.5827716,76015.4469,4885360.7413692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"95","1021000910",4,3.61,1,44,0,"completed p.6",1,"10210009","Kampala",1,9,2005,0,0,0,0,0,0,86277.5322315,86277.5322315,0,0,0,6503881.636764,1541745.2940258,12532058.6068278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"96","1021000911",5,3.69,1.5,40,0,"completed p.7",1,"10210009","Kampala",1,9,2006,0,0,0,0,0,0,56859.5542812,34815.0746802,22044.479601,0,0,2654459.405748,15203.08938,5626359.3177504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"97","1021001001",4,3.32,0.333333333333333,31,0,"completed s.4",NA,"10210010","Kampala",1,10,2005,0,0,0,0,0,0,71758.5818736,66437.5005906,5321.081283,0,0,3561171.6563712,1368278.0442,8660895.9579984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06"
"98","1021001003",8,6.07,3,61,0,NA,1,"10210010","Kampala",1,10,2006,0.199999997019768,0,0.199999997019768,0,0,0.500000014901161,99808.2817797,90686.4281517,9121.853628,0,0,10432663.9943436,1349426.2133688,16972120.8602568,0.742857142857143,0,0.857142857142857,24,0,20.5,0,0,2280.463407,2280.463407,0,0,2,0,0,"06"
